FileFormat:0002.2 file with temperature of atmosphere
200
local	GMT or Local
0	GMT-Local=[hours]
0	Height[m]
0	0	0	Longitude                [grd]               [min]               [sec]
0	0	0	Latitude                [grd]               [min]               [sec]
N	NS
59,40	Freq[GHz]
0,00	dTemostat[K]
0,150	MessErr[K]
0,248	//[grad/step]
version 14.0.20110218
MTP5H033F5940K-33.00D180214+A1.1
Commentary:
enter comment
End Of Commentary

SYSTEM\summer.dat
data time	0	50	100	150	200	250	300	350	400	450	500	550	600	OutsideTemperature	Quality
27/10/2020 17:10:00	10,09	10,58	10,55	10,30	9,91	9,45	9,05	8,65	8,26	7,88	7,49	7,09	6,69	9,88	0
27/10/2020 17:15:00	9,85	10,34	10,28	10,02	9,71	9,33	8,98	8,63	8,28	7,94	7,61	7,27	6,94	9,91	0
27/10/2020 17:20:00	9,90	10,28	10,24	9,98	9,66	9,31	8,94	8,58	8,23	7,90	7,56	7,22	6,88	9,88	0
27/10/2020 17:25:00	9,90	10,30	10,29	10,01	9,73	9,33	8,97	8,62	8,26	7,91	7,56	7,21	6,86	9,84	0
27/10/2020 17:30:00	9,71	10,23	10,21	9,97	9,62	9,22	8,80	8,40	8,03	7,66	7,28	6,91	6,53	9,82	0
27/10/2020 17:35:00	9,62	10,22	10,28	10,08	9,73	9,31	8,94	8,56	8,17	7,80	7,41	7,02	6,63	10,02	0
27/10/2020 17:40:00	10,06	10,44	10,36	10,11	9,76	9,36	9,03	8,69	8,33	7,99	7,65	7,30	6,96	10,04	0
27/10/2020 17:45:00	9,92	10,42	10,33	10,06	9,66	9,36	8,97	8,60	8,24	7,91	7,59	7,27	6,95	9,95	0
27/10/2020 17:50:00	9,90	10,41	10,32	10,05	9,72	9,37	9,00	8,64	8,29	7,96	7,64	7,31	6,99	9,98	0
27/10/2020 17:55:00	9,82	10,41	10,38	10,15	9,79	9,44	9,02	8,62	8,25	7,89	7,52	7,15	6,79	9,86	0
27/10/2020 18:00:00	9,84	10,31	10,26	9,96	9,61	9,27	8,92	8,57	8,21	7,88	7,56	7,24	6,92	9,89	0
27/10/2020 18:05:00	9,85	10,33	10,30	10,03	9,71	9,35	8,99	8,63	8,27	7,93	7,59	7,24	6,90	9,92	0
27/10/2020 18:10:00	9,81	10,30	10,26	10,01	9,69	9,33	8,97	8,62	8,27	7,93	7,59	7,26	6,92	9,78	0
27/10/2020 18:15:00	9,76	10,23	10,22	9,98	9,68	9,25	8,88	8,51	8,14	7,78	7,41	7,04	6,68	9,69	0
27/10/2020 18:20:00	9,72	10,18	10,18	9,93	9,60	9,25	8,90	8,55	8,19	7,85	7,50	7,16	6,81	9,82	0
27/10/2020 18:25:00	9,82	10,11	9,99	9,74	9,40	9,10	8,70	8,33	7,99	7,66	7,34	7,02	6,69	9,89	0
27/10/2020 18:30:00	9,66	10,14	10,11	9,81	9,45	9,11	8,73	8,36	7,99	7,65	7,31	6,98	6,64	9,57	0
27/10/2020 18:35:00	9,64	10,13	10,12	9,85	9,53	9,15	8,82	8,48	8,12	7,78	7,44	7,10	6,77	9,72	0
27/10/2020 18:40:00	9,80	10,13	10,01	9,69	9,29	8,98	8,59	8,22	7,87	7,54	7,22	6,91	6,59	9,81	0
27/10/2020 18:45:00	9,74	10,08	9,96	9,68	9,32	8,98	8,64	8,30	7,96	7,64	7,33	7,02	6,71	9,68	0
27/10/2020 18:50:00	9,67	9,99	9,89	9,53	9,20	8,85	8,53	8,19	7,85	7,53	7,23	6,93	6,64	9,70	0
27/10/2020 18:55:00	9,62	9,88	9,78	9,54	9,23	8,92	8,63	8,33	8,01	7,70	7,41	7,12	6,82	9,45	0
27/10/2020 19:00:00	9,54	9,86	9,75	9,47	9,10	8,77	8,50	8,19	7,86	7,56	7,27	6,99	6,70	9,55	0
27/10/2020 19:05:00	9,65	9,85	9,69	9,36	9,08	8,77	8,45	8,12	7,80	7,51	7,24	6,96	6,68	9,45	0
27/10/2020 19:10:00	9,49	9,64	9,41	9,15	8,86	8,58	8,24	7,91	7,60	7,33	7,06	6,79	6,52	9,38	0
27/10/2020 19:15:00	9,35	9,56	9,42	9,15	8,89	8,57	8,30	8,00	7,69	7,41	7,14	6,87	6,59	9,37	0
27/10/2020 19:20:00	9,30	9,52	9,35	9,04	8,70	8,40	8,17	7,90	7,59	7,31	7,07	6,83	6,59	9,18	0
27/10/2020 19:25:00	9,09	9,38	9,21	8,91	8,64	8,34	8,12	7,86	7,56	7,30	7,08	6,85	6,62	9,07	0
27/10/2020 19:30:00	9,12	9,43	9,26	8,95	8,68	8,43	8,15	7,86	7,56	7,30	7,06	6,83	6,60	9,10	0
27/10/2020 19:35:00	9,07	9,39	9,25	8,98	8,65	8,44	8,12	7,81	7,50	7,22	6,98	6,73	6,48	8,94	0
27/10/2020 19:40:00	8,88	9,25	9,14	8,91	8,66	8,39	8,08	7,77	7,47	7,19	6,93	6,66	6,40	8,93	0
27/10/2020 19:45:00	8,87	9,19	9,00	8,73	8,48	8,17	7,90	7,61	7,31	7,04	6,80	6,56	6,32	8,87	0
27/10/2020 19:50:00	8,81	9,08	8,94	8,71	8,42	8,20	7,92	7,62	7,33	7,06	6,83	6,59	6,34	8,90	0
27/10/2020 19:55:00	8,94	9,17	9,01	8,74	8,52	8,27	7,99	7,71	7,42	7,16	6,94	6,70	6,47	8,80	0
27/10/2020 20:00:00	8,82	9,05	8,84	8,56	8,34	8,07	7,86	7,61	7,34	7,10	6,90	6,70	6,50	8,86	0
27/10/2020 20:05:00	8,67	8,96	8,87	8,65	8,34	8,13	7,87	7,59	7,29	7,03	6,78	6,54	6,29	8,62	0
27/10/2020 20:10:00	8,71	8,87	8,71	8,46	8,18	7,98	7,76	7,51	7,23	6,99	6,78	6,56	6,35	8,73	0
27/10/2020 20:15:00	8,79	9,06	8,91	8,62	8,36	8,14	7,88	7,60	7,31	7,05	6,83	6,61	6,38	8,90	0
27/10/2020 20:20:00	8,79	8,94	8,70	8,46	8,20	7,99	7,76	7,51	7,24	7,01	6,82	6,62	6,42	8,74	0
27/10/2020 20:25:00	8,69	8,91	8,75	8,54	8,33	8,13	7,89	7,63	7,36	7,12	6,91	6,70	6,48	8,60	0
27/10/2020 20:30:00	8,63	8,85	8,78	8,55	8,32	8,10	7,87	7,61	7,32	7,06	6,83	6,59	6,35	8,45	0
27/10/2020 20:35:00	8,56	8,78	8,60	8,30	8,02	7,82	7,62	7,37	7,10	6,86	6,67	6,48	6,29	8,61	0
27/10/2020 20:40:00	8,51	8,70	8,55	8,30	8,06	7,84	7,63	7,38	7,11	6,86	6,66	6,45	6,24	8,42	0
27/10/2020 20:45:00	8,52	8,64	8,43	8,20	7,99	7,82	7,69	7,50	7,25	7,05	6,90	6,74	6,58	8,48	0
27/10/2020 20:50:00	8,45	8,58	8,43	8,17	7,98	7,80	7,66	7,46	7,21	7,00	6,83	6,66	6,49	8,43	0
27/10/2020 20:55:00	8,35	8,61	8,46	8,22	8,02	7,77	7,58	7,34	7,07	6,83	6,63	6,43	6,23	8,45	0
27/10/2020 21:00:00	8,29	8,42	8,22	8,03	7,84	7,66	7,46	7,24	6,99	6,77	6,59	6,41	6,22	8,23	0
27/10/2020 21:05:00	8,18	8,26	8,02	7,76	7,56	7,36	7,19	6,98	6,73	6,52	6,36	6,19	6,03	8,22	0
27/10/2020 21:10:00	8,20	8,32	8,09	7,79	7,65	7,45	7,29	7,08	6,83	6,64	6,50	6,35	6,20	8,16	0
27/10/2020 21:15:00	8,10	8,27	8,11	7,93	7,71	7,55	7,35	7,13	6,87	6,65	6,46	6,27	6,07	8,01	0
27/10/2020 21:20:00	8,05	8,27	8,13	7,85	7,67	7,46	7,22	6,97	6,70	6,47	6,27	6,08	5,88	8,00	0
27/10/2020 21:25:00	8,04	8,25	8,11	7,91	7,71	7,48	7,27	7,02	6,75	6,51	6,30	6,08	5,87	8,10	0
27/10/2020 21:30:00	8,17	8,23	8,03	7,79	7,52	7,39	7,23	7,03	6,78	6,57	6,41	6,25	6,09	8,08	0
27/10/2020 21:35:00	8,09	8,18	8,00	7,79	7,57	7,36	7,18	6,96	6,70	6,47	6,28	6,09	5,90	8,08	0
27/10/2020 21:40:00	8,03	8,19	8,03	7,83	7,62	7,47	7,23	6,98	6,72	6,50	6,31	6,12	5,92	8,02	0
27/10/2020 21:45:00	7,91	8,06	7,89	7,56	7,31	7,13	6,94	6,71	6,44	6,22	6,05	5,88	5,71	7,96	0
27/10/2020 21:50:00	7,93	8,05	7,91	7,63	7,42	7,26	7,05	6,81	6,55	6,33	6,15	5,97	5,79	7,97	0
27/10/2020 21:55:00	7,98	8,03	7,82	7,59	7,38	7,22	7,04	6,82	6,57	6,36	6,20	6,03	5,86	7,95	0
27/10/2020 22:00:00	7,82	7,88	7,67	7,48	7,30	7,23	7,05	6,84	6,62	6,43	6,30	6,16	6,02	7,77	0
27/10/2020 22:05:00	7,79	7,79	7,61	7,37	7,15	6,98	6,84	6,65	6,40	6,19	6,03	5,86	5,70	7,77	0
27/10/2020 22:10:00	7,67	7,76	7,57	7,35	7,16	7,03	6,91	6,74	6,50	6,32	6,19	6,05	5,91	7,75	0
27/10/2020 22:15:00	7,60	7,70	7,51	7,30	7,06	6,92	6,84	6,68	6,43	6,25	6,11	5,97	5,84	7,65	0
27/10/2020 22:20:00	7,61	7,80	7,62	7,35	7,12	6,95	6,76	6,52	6,26	6,05	5,89	5,72	5,56	7,64	0
27/10/2020 22:25:00	7,68	7,76	7,60	7,35	7,15	6,99	6,85	6,65	6,40	6,20	6,04	5,88	5,72	7,65	0
27/10/2020 22:30:00	7,55	7,61	7,39	7,16	6,96	6,83	6,67	6,47	6,23	6,04	5,90	5,75	5,61	7,62	0
27/10/2020 22:35:00	7,63	7,60	7,38	7,20	7,02	6,94	6,81	6,64	6,42	6,25	6,12	5,99	5,86	7,63	0
27/10/2020 22:40:00	7,61	7,63	7,39	7,21	6,98	6,86	6,72	6,54	6,31	6,12	5,99	5,85	5,71	7,56	0
27/10/2020 22:45:00	7,48	7,52	7,32	7,06	6,91	6,75	6,65	6,48	6,25	6,07	5,95	5,82	5,70	7,59	0
27/10/2020 22:50:00	7,44	7,50	7,28	7,03	6,91	6,78	6,61	6,41	6,18	6,00	5,88	5,74	5,61	7,47	0
27/10/2020 22:55:00	7,42	7,51	7,29	7,06	6,87	6,71	6,58	6,39	6,15	5,97	5,83	5,69	5,55	7,48	0
27/10/2020 23:00:00	7,47	7,48	7,31	7,08	6,90	6,81	6,63	6,43	6,19	6,00	5,86	5,71	5,56	7,42	0
27/10/2020 23:05:00	7,39	7,53	7,30	7,03	6,81	6,66	6,53	6,34	6,09	5,90	5,77	5,65	5,52	7,40	0
27/10/2020 23:10:00	7,42	7,41	7,22	6,95	6,76	6,61	6,47	6,28	6,04	5,85	5,71	5,56	5,42	7,40	0
27/10/2020 23:15:00	7,41	7,36	7,15	6,93	6,76	6,62	6,50	6,32	6,09	5,91	5,78	5,64	5,50	7,35	0
27/10/2020 23:20:00	7,33	7,34	7,12	6,86	6,72	6,57	6,42	6,23	6,00	5,82	5,69	5,56	5,42	7,29	0
27/10/2020 23:25:00	7,17	7,28	7,09	6,86	6,67	6,57	6,44	6,25	6,02	5,84	5,72	5,60	5,47	7,25	0
27/10/2020 23:30:00	7,25	7,25	7,05	6,77	6,58	6,48	6,34	6,15	5,92	5,74	5,61	5,49	5,36	7,25	0
27/10/2020 23:35:00	7,10	7,21	6,98	6,73	6,61	6,50	6,37	6,19	5,98	5,82	5,71	5,61	5,50	7,21	0
27/10/2020 23:40:00	7,14	7,22	6,95	6,75	6,56	6,41	6,28	6,10	5,87	5,70	5,58	5,46	5,33	7,14	0
27/10/2020 23:45:00	7,07	7,07	6,83	6,63	6,41	6,37	6,25	6,08	5,87	5,71	5,61	5,51	5,41	7,14	0
27/10/2020 23:50:00	7,11	7,07	6,87	6,64	6,55	6,50	6,41	6,26	6,06	5,92	5,83	5,74	5,64	7,05	0
27/10/2020 23:55:00	7,02	7,06	6,83	6,62	6,49	6,44	6,29	6,11	5,90	5,75	5,65	5,55	5,45	7,02	0
